Customer_ID,Name,Age,SSN,Occupation,snapshot_date
CUS_0x911e,Granto,38,430-60-9262,Architect,2025-01-01
CUS_0x9148,Denist,33,805-29-0745,Entrepreneur,2025-01-01
CUS_0x91b2,Brett Wolfv,34,779-31-9352,Manager,2025-01-01
CUS_0x925,Helenx,-500,106-34-4700,Accountant,2025-01-01
CUS_0x92c8,Ernest Scheyderb,31,703-48-9983,_______,2025-01-01
CUS_0x93a5,Patrick Temple-Westt,45,905-92-0207,Lawyer,2025-01-01
CUS_0x93a7,Jonathan Cablen,39,836-72-8180,Lawyer,2025-01-01
CUS_0x93f,P.J. Huffstuttere,19,001-68-2340,Writer,2025-01-01
CUS_0x9416,Bullj,31,757-14-4155,Writer,2025-01-01
CUS_0x949f,Erinp,32_,527-92-0764,Entrepreneur,2025-01-01
CUS_0x94ea,Ben Klaymanu,55,415-55-2149,Mechanic,2025-01-01
CUS_0x9513,Ryan Vlastelicad,37,952-99-9037,_______,2025-01-01
CUS_0x95ca,Andreak,50,604-74-3261,Accountant,2025-01-01
CUS_0x9616,Naomiw,33,324-37-0157,Journalist,2025-01-01
CUS_0x961e,Andreasg,44,679-62-7861,Architect,2025-01-01
CUS_0x966b,Anau,38,941-68-5443,Scientist,2025-01-01
CUS_0x976a,Steve Jamesm,29,429-46-2010,Mechanic,2025-01-01
CUS_0x99cc,Bille,44,424-82-3402,Scientist,2025-01-01
CUS_0x9a14,Eric Onstadr,35,461-14-8465,Developer,2025-01-01
CUS_0x9ab4,Chavez-Dreyfusse,35,969-17-4818,Scientist,2025-01-01
CUS_0x9acb,Slaterk,20_,955-93-2132,Developer,2025-01-01
CUS_0x9c24,Spicern,31,858-57-6580,Doctor,2025-01-01
CUS_0x9d0d,Chrisq,18,550-29-3197,Engineer,2025-01-01
CUS_0x9d64,Clarkh,28,706-23-5738,Accountant,2025-01-01
CUS_0x9e45,Martono,19,879-58-0155,Doctor,2025-01-01
CUS_0x9e4d,Johnson Herbertm,25,827-69-2109,Engineer,2025-01-01
CUS_0x9ed5,Ayeshal,21,137-27-3761,Teacher,2025-01-01
CUS_0x9f08,Suvashree Deyp,37,214-00-2112,Journalist,2025-01-01
CUS_0x9f20,Moira Herbsta,53,347-03-5379,Engineer,2025-01-01
CUS_0x9f67,Linda Siegl,31,177-77-8308,Accountant,2025-01-01
CUS_0x9f6c,Alexeih,24,765-21-4223,Accountant,2025-01-01
CUS_0xa01,Ferreira-Marquesf,27,980-65-8757,Media_Manager,2025-01-01
CUS_0xa03e,Patrick Ruckerb,31,596-37-3692,Scientist,2025-01-01
CUS_0xa05,Kimh,21,246-60-3653,Media_Manager,2025-01-01
CUS_0xa110,Katya Golubkovah,31,572-11-6331,Scientist,2025-01-01
CUS_0xa122,P.J. Huffstutters,27,573-55-1351,Doctor,2025-01-01
CUS_0xa1f6,ra Alpero,54,411-88-5165,Developer,2025-01-01
CUS_0xa20f,Neil Maidmentv,35,042-35-5864,Journalist,2025-01-01
CUS_0xa234,Suzanne Barlynb,16,668-83-2972,Media_Manager,2025-01-01
CUS_0xa26b,Ros Krasnyp,27,703-94-0835,Accountant,2025-01-01
CUS_0xa283,Lopezk,39,458-67-1891,Entrepreneur,2025-01-01
CUS_0xa295,Patrick Temple-Westf,39,605-63-9678,Engineer,2025-01-01
CUS_0xa2b0,Marcu,26,785-25-4393,Accountant,2025-01-01
CUS_0xa2c1,Plumbf,56,264-85-9135,_______,2025-01-01
CUS_0xa2f7,Kevinq,43,858-89-0350,Architect,2025-01-01
CUS_0xa2f9,Millikeny,20,549-28-7620,_______,2025-01-01
CUS_0xa3fa,Angelao,46,239-91-8699,Engineer,2025-01-01
CUS_0xa407,McBrideo,29,354-91-6159,Entrepreneur,2025-01-01
CUS_0xa40e,Taylort,17,180-10-7504,Developer,2025-01-01
CUS_0xa420,Regane,26,504-06-3335,Accountant,2025-01-01
CUS_0xa46c,Ru,45,372-17-9242,Teacher,2025-01-01
CUS_0xa46e,Jessica Wohli,20,105-63-6085,Accountant,2025-01-01
CUS_0xa47e,Leforty,18,852-55-6398,Architect,2025-01-01
CUS_0xa495,Alperx,38,846-74-5800,Media_Manager,2025-01-01
CUS_0xa4ee,Andrewz,18,595-44-8320,Journalist,2025-01-01
CUS_0xa57,Krudyh,16,276-37-2086,Manager,2025-01-01
CUS_0xa5a4,Silkel,19,810-65-1317,Mechanic,2025-01-01
CUS_0xa5f4,Nehaw,25,099-36-7622,Manager,2025-01-01
CUS_0xa614,Pauli,28,174-10-7823,Scientist,2025-01-01
CUS_0xa6bd,Robin Pomeroyz,29,871-70-7348,Manager,2025-01-01
CUS_0xa774,Terry Baynesr,36,948-36-8177,Doctor,2025-01-01
CUS_0xa78b,Timothyl,6814,286-47-4960,Lawyer,2025-01-01
CUS_0xa791,Lucia Mutikanie,23,582-81-5952,Architect,2025-01-01
CUS_0xa7cc,Margaretj,21,495-58-1191,_______,2025-01-01
CUS_0xa8d7,Jeremyy,54,583-63-4832,Architect,2025-01-01
CUS_0xa8e2,Pollardi,33,025-92-7349,Doctor,2025-01-01
CUS_0xa955,Gabriel Wildauf,42,861-50-3592,Mechanic,2025-01-01
CUS_0xa9a6,Henry Foyi,27,600-76-4920,Musician,2025-01-01
CUS_0xa9fc,Jeffreyl,36,790-50-8208,Architect,2025-01-01
CUS_0xaa29,Lindap,49,794-72-8882,Writer,2025-01-01
CUS_0xaa35,Wohlm,39,857-42-2339,Mechanic,2025-01-01
CUS_0xaa53,Theopolis Watersb,52,516-01-8545,Teacher,2025-01-01
CUS_0xaad7,George Georgiopoulosm,35,555-72-2698,Writer,2025-01-01
CUS_0xab18,Drazeny,29,272-52-5234,Developer,2025-01-01
CUS_0xab7b,Bosellih,21,530-16-2887,Developer,2025-01-01
CUS_0xabcf,Pc,44,257-31-1398,Musician,2025-01-01
CUS_0xabe7,Weirn,26,277-94-8379,Media_Manager,2025-01-01
CUS_0xac15,Fiona Ortizm,17,283-04-4048,Entrepreneur,2025-01-01
CUS_0xac31,Toyeru,25,580-52-0449,Engineer,2025-01-01
CUS_0xac83,Anshuman Dagaw,29,552-58-3128,Teacher,2025-01-01
CUS_0xad44,Timy,21,750-13-7289,Teacher,2025-01-01
CUS_0xad53,Janv,37,903-50-0305,Lawyer,2025-01-01
CUS_0xade0,Nadiav,26,648-90-8130,Engineer,2025-01-01
CUS_0xae8,Milesk,41,433-92-1005,Teacher,2025-01-01
CUS_0xaf8f,Jan Strupczewskiv,25,715-96-0590,Scientist,2025-01-01
CUS_0xafc4,Sayantanii,19,913-98-6365,Lawyer,2025-01-01
CUS_0xafdf,Leigh Thomasm,53,584-22-6688,Manager,2025-01-01
CUS_0xb00e,Silvia Ognibenea,38,773-55-5934,Musician,2025-01-01
CUS_0xb0a5,Stephenq,26,242-18-3151,_______,2025-01-01
CUS_0xb11e,Sineadi,22,376-26-9388,Writer,2025-01-01
CUS_0xb13c,Jennifert,33,528-06-6283,Musician,2025-01-01
CUS_0xb163,Zaida Espanar,42,085-73-7726,Architect,2025-01-01
CUS_0xb1aa,Ablanx,33,276-61-0743,Writer,2025-01-01
CUS_0xb2c,Viswanatham,52,784-78-7776,Media_Manager,2025-01-01
CUS_0xb387,Kevinj,51,963-72-7646,Scientist,2025-01-01
CUS_0xb3b4,Daveyl,46,155-17-5900,Developer,2025-01-01
CUS_0xb3d7,Greg Roumeliotisw,19,#F%$D@*&8,Teacher,2025-01-01
CUS_0xb413,Chuck Mikolajczakx,20,235-59-4475,Musician,2025-01-01
CUS_0xb458,Alexz,38,087-39-6979,Scientist,2025-01-01
CUS_0xb486,Schnurrq,43,567-72-5507,Mechanic,2025-01-01
CUS_0xb4c3,LaCaprao,36,577-67-1646,Doctor,2025-01-01
CUS_0xb54e,Kevin Yaod,30,#F%$D@*&8,_______,2025-01-01
CUS_0xb602,Suzanne Barlynb,38,876-52-7514,Media_Manager,2025-01-01
CUS_0xb61c,Susan Taylorr,37,092-95-9665,Scientist,2025-01-01
CUS_0xb647,Greg Roumeliotisy,30,702-88-1853,Doctor,2025-01-01
CUS_0xb660,Jessicad,31,304-98-6409,Architect,2025-01-01
CUS_0xb68,Michele Kambasl,34,578-86-5410,Musician,2025-01-01
CUS_0xb6bb,Cheet,44,415-94-8307,Mechanic,2025-01-01
CUS_0xb820,Leikag,21,642-28-5878,_______,2025-01-01
CUS_0xb88c,Marcus Sternm,53,309-02-3479,Accountant,2025-01-01
CUS_0xb96b,raf,47,046-69-1325,Manager,2025-01-01
CUS_0xb99e,Jan Strupczewskid,32,496-36-8312,Scientist,2025-01-01
CUS_0xbac7,Noelf,17,523-63-2982,Mechanic,2025-01-01
CUS_0xbb07,Aruna Viswanathaz,45,636-78-3287,Mechanic,2025-01-01
CUS_0xbb5a,Slaterh,17,970-54-7926,Accountant,2025-01-01
CUS_0xbb77,Stevea,16,469-37-9263,Manager,2025-01-01
CUS_0xbbd5,Clarat,22,707-39-3944,Media_Manager,2025-01-01
CUS_0xbc40,Watersu,26,507-87-3579,Musician,2025-01-01
CUS_0xbcc8,Anna Drivere,30,420-90-0566,_______,2025-01-01
CUS_0xbd64,Paritosh Bansalr,27,488-49-1260,Manager,2025-01-01
CUS_0xbd95,Kelleher Jessicag,36,235-61-1975,Journalist,2025-01-01
CUS_0xbe1b,Kazunorit,44,853-17-1579,Developer,2025-01-01
CUS_0xbe59,Horowitzn,18,103-15-0584,Entrepreneur,2025-01-01
CUS_0xbe72,Lisau,31_,734-25-2086,Writer,2025-01-01
CUS_0xbe83,Luciay,40,398-65-6897,Journalist,2025-01-01
CUS_0xbea3,Bill Cheungk,15,127-36-3685,_______,2025-01-01
CUS_0xbf8b,ewichu,35,448-71-2454,Writer,2025-01-01
CUS_0xbfba,Rosemarie Franciscou,35,020-80-3233,Lawyer,2025-01-01
CUS_0xbfbf,Tim Hephers,43,167-92-5388,Mechanic,2025-01-01
CUS_0xbfc1,Casey Sullivann,42,449-42-3493,Engineer,2025-01-01
CUS_0xbfef,Carrieb,47,245-34-2752,Media_Manager,2025-01-01
CUS_0xbff8,Dhanya Skariachanl,36,758-99-6990,Lawyer,2025-01-01
CUS_0xc067,Jedd,25,095-77-0243,Lawyer,2025-01-01
CUS_0xc07f,Jeremyi,19,416-52-9051,Architect,2025-01-01
CUS_0xc081,Richardd,-500,736-71-7699,Writer,2025-01-01
CUS_0xc12b,Doug Palmerp,25,142-51-9683,Mechanic,2025-01-01
CUS_0xc22c,Neavlingt,19,076-84-5319,Developer,2025-01-01
CUS_0xc23c,Chungl,39,034-97-5921,Media_Manager,2025-01-01
CUS_0xc299,Oleg Vukmanovicg,27,347-28-4438,Musician,2025-01-01
CUS_0xc2a7,Paul Arnolda,25,790-76-9764,Developer,2025-01-01
CUS_0xc2ae,Alexei Oreskovici,45,#F%$D@*&8,Doctor,2025-01-01
CUS_0xc34a,David Millikenh,17,633-88-2115,Developer,2025-01-01
CUS_0xc3b8,Parkm,17,370-83-2145,_______,2025-01-01
CUS_0xc3c1,Emmanuelx,8105,512-79-2502,Musician,2025-01-01
CUS_0xc405,Aditi Shahj,41,600-10-3827,Scientist,2025-01-01
CUS_0xc48d,Soyoungm,38,525-99-8031,Writer,2025-01-01
CUS_0xc4f2,Lu Jianxinm,33,525-81-0658,Musician,2025-01-01
CUS_0xc5fd,Tarap,50,302-88-2882,Engineer,2025-01-01
CUS_0xc6ba,Ronaldf,41,219-23-5757,Developer,2025-01-01
CUS_0xcb9,Jasonm,29,879-60-3713,_______,2025-01-01
CUS_0xcfd,Cruisek,32,631-39-4024,Lawyer,2025-01-01
CUS_0xdb9,Katya Wachtelw,29,802-68-9774,Mechanic,2025-01-01
CUS_0xdef,Anna Driveri,55,857-73-1928,Media_Manager,2025-01-01
CUS_0xe91,Tovad,34,377-80-4073,Doctor,2025-01-01
CUS_0xecb,Junkou,21,899-79-3678,_______,2025-01-01
CUS_0xef7,Muriel Bosellil,36,983-42-6958,Mechanic,2025-01-01
CUS_0xf15,Frankeld,26,881-11-1453,Developer,2025-01-01
CUS_0xf60,Ingrams,17,929-19-3979,Lawyer,2025-01-01
CUS_0xf74,Andrew Callusd,19,355-58-6584,Doctor,2025-01-01
CUS_0xf95,Alexei Anishchukz,17_,082-42-3634,Entrepreneur,2025-01-01
CUS_0xfdf,Zhua,56,099-84-4997,_______,2025-01-01
